kata_imbuhan,kata_dasar
penghamilan, hamil
penendangan, tendang
patutnya, patut
pengimbangan, imbang
pertanian, tani
perinduan, indu
pembasuh, basuh
pengintimidasi, intimidasi
pengundian, undi
penangkapan, tangkap
pertahanan, tahan
pastilah, pasti
penerang, terang
penyuplai, suplai
pencakar, cakar
perembukan, rembuk
pucuknya, pucuk
pengipas, kipas
pakanan, pakan
pengibar, kibar
pelangkahan, langkah
perguruan, guru
pendeteksi, deteksi
pemasyarakatan, masyarakat
perabat, rabat
pengeksploitasi, eksploitasi
pemencilan, pencil
primernya, primer
pembedah, bedah
pijakan, pijak
penanaman, tanam
penambat, tambat
perteduhan, teduh
penghayatan, hayat
pendispersi, dispersi
pernapasan, napas
pelawat, lawat
pengabutan, kabut
pemberdayaan, daya
peretail, retail
pembelian, beli
pemercontohan, contoh
pelarut, larut
pembetulan, betul
penetasan, tetas
penyapa, sapa
pereduksi, reduksi
perutku, perut
pengangguran, anggur
pencapaian, capai
penumbuh, tumbuh
penggetahan, getah
pembohongan, bohong
penambah, tambah
pengacau, acau
penuduhan, tuduh
penepuk, tepuk
pengayoman, ayom
pendamba, damba
penginjilan, injil
penurapan, turap
penyusur, susur
pipitan, pipit
perintahnya, perintah
perbungaannya, bunga
penyandaran, sandar
penuturan, tutur
penghapusan, hapus
penulisan, tulis
perseratus, ratus
pekapuran, kapur
pajangan, pajang
penumpasan, tumpas
penstrukturan, struktur
pencahar, cahar
penyesapan, sesap
pedangdut, dangdut
permaisurinya, permaisuri
petapa, tapa
pengutil, kutil
perincian, perinci
penyandiwaraan, sandiwara
pengolahan, olah
pengasuh, asuh
penderma, derma
perubahan, ubah
peletak, letak
penuang, tuang
pesanan, pesan
pemerdeka, merdeka
penawanan, tawan
pusing-pusing, pusing
perasingan, asing
penghasutan, hasut
penyegaran, segar
pedalangan, dalang
pemangku, mang
pecahan, pecah
penyendiri, sendiri
pencirian, ciri
penjotos, jotos
pengunduran, undur
pencomelan, comel
pendakwa, dakwa
pengintervensian, intervensi
pembanding, banding
pengatapan, atap
percikan, percik
pengharum, harum
prestasinya, prestasi
pemaparan, papar
pendendang, dendang
penyerkapan, serkap
pencatutan, catut
pewakil, wakil
penyelidikan, lidi
penyiram, siram
pelajarannya, ajar
penggembala, gembala
penebak, tebak
penghancur, hancur
pengeras, keras
perpadian, padi
penimbunan, timbun
pengupaman, upam
pengancing, kancing
pengarsipan, arsip
pencambuk, cambuk
pertelevisian, televisi
penyakar, sakar
pulangan, pulang
pendamping, damping
pemendekan, pendek
punyai, punya
penyelidik, selidik
pengatur, atur
penerka, terka
pencegah, cegah
pemberedelan, beredel
penentuannya, tentu
poma-poma, poma
pengomputeran, komputer
pedaging, daging
perhal, hal
pindaian, pindai
patokan, patok
pengistilahan, istilah
pelapisan, lapis
penyentralan, sentral
persambatan, sambat
penjahat, jahat
perbujangan, bujang
pemberangusan, berangus
petinya, peti
pensiunan, pensiun
perunggasan, unggas
pembeo, beo
penenung, tenung
pengudeta, kudeta
pengeset, keset
persiaran, siar
pengartian, arti
pengumuman, umum
pembuih, buih
penggantungannya, gantung
permatanya, permata
pengklaiman, klaim
penguber, uber
posisinya, posisi
penulangannya, tulang
pemapasan, papas
perlucutan, lucut
pencuat, cuat
pekikan, pekik
pembidik, bidik
pemaruh, paruh
pewaralaba, waralaba
pengondisi, kondisi
pelumpuran, lumpur
penyusutan, susut
penjejak, jejak
pasang-memasang, pasang
penerus, terus
penemuannya, temu
pensterilan, steril
penghampiran, hampir
pengasramaan, asrama
perapuh, apuh
pembacanya, baca
pendaulat, daulat
permakanan, makan
pencekalan, cekal
perbesaran, besar
penggagalan, gagal
penghalangan, halang
penyulaman, sulam
pengunggah, unggah
pendulang, dulang
pertembungan, tembung
pelengkapan, lengkap
pengetahuannya, tahu
parutan, parut
penduduknya, duduk
percumbuan, cumbu
penggedor, gedor
pervalasan, valas
pendeteksian, deteksi
penjahitnya, jahit
penyampahan, sampah
penghela, hela
pelantikan, lantik
pengantre, antre
petugas, tugas
pemodernan, modern
perpolitikan, politik
pembunyian, bunyi
pegunungan, gunung
pemberiannya, beri
pencandu, candu
persepakatan, sepakat
pemotretan, potret
perlajuan, laju
pembawanya, bawa
pemugasan, pugas
penggergaji, gergaji
pelukis, peluk
penyetripan, setrip
pengamukan, kamu
peliberalan, liberal
pelipisan, pelipis
pijitan, pijit
pembantingan, banting
pemeranan, peran
perkembangan, kembang
penagihan, tagih
perunding, runding
pendeportasi, deportasi
penganibalan, kanibal
pembongkar, bongkar
pembalasan, balas
perenggang, enggang
penyempal, sempal
pugasan, pugas
pengobaran, obar
pengipukan, kipu
penyamaran, samar
penetap, tetap
persahajaan, sahaja
penjodoh, jodoh
penyetaraan, tara
pembidas, bidas
persegeraan, segera
penipisan, nipis
pendebat, debat
pembantah, ban
perak-perak, perak
perdayangan, dayang
perendaman, rendam
penjunjung, junjung
pikirlah, pikir
pengadeganan, adegan
perniagaan, niaga
penstimulasian, stimulasi
peniduran, tidur
pukulan, pukul
perikutan, ikut
penjerumat, jerumat
penjurus, jurus
penyuka, suka
pembirokrasian, birokrasi
pertambakan, tambak
pikirkan, pikir
persembunyian, sembunyi
pangkatnya, pangkat
pasalnya, pasal
penetakan, teta
pemesanan, mesan
penampi, tampi
pencukilan, cukil
penerjangan, terjang
pesugi, sugi
perbintangan, bintang
pengayaan, kaya
perecok, recok
perkataan, kata
pemikat, mikat
peraturan, atur
penghibahan, hibah
peneriak, teriak
pangkalnya, pangkal
pengeposan, epos
pengelim, kelim
permusikan, musik
perolakan, olak
pengembang, kembang
penukaran, tukar
pengirim, kirim
putaran, putar
patutan, patut
pembantunya, bantu
perajin, rajin
perasaian, asai
pengudung, kudung
pengutusan, utus
pengerucutan, kerucut
peradu, adu
pemancing, pancing
pembelaan, bela
pengenaan, kena
persenjataannya, senjata
pinggiran, pinggir
pelakunya, laku
pemodal, modal
pejantan, jantan
pembungkaman, bungkam
penempel, tempel
pertangguhan, tangguh
pelatihan, latih
penadbir, tadbir
pemudah, mudah
pemiskinan, miskin
pencampakan, campa
penyantap, santap
pedesaan, desa
penglihatannya, lihat
pemanas, panas
pengalang, alang
penggalian, gali
penghitam, hitam
pengluasan, luas
pengelokan, elo
pengekang, ekang
penempatan, tempat
pemikiran, pikir
pengajuan, aju
pergaduhan, gaduh
peritel, ritel
penggaru, garu
pengrusakan, rusa
pemuliaan, mulia
perceraiannya, cerai
perkavelingan, kaveling
pengobar, obar
pengijon, ijon
pensyarahan, syarah
penebar, tebar
pemuntahan, muntah
pendiversifikasian, diversifikasi
pengasaman, asam
penggugusan, gugus
pengorbitan, orbit
pengklasifikasi, klasifikasi
penegakan, tega
penjadi, jadi
perbukaan, buka
penabur, tabur
penelaah, telaah
penggambar, gambar
pelempap, lempap
persamuhan, samuh
pengaduan, adu
penelitiannya, teliti
penatar, natar
peraga, aga
permaafan, maaf
penyorotan, sorot
pelaut, laut
pemarkahan, markah
penggiat, giat
penceriaan, ceria
perkulakan, kulak
pendidik, didik
pemegang, pegang
pembicaraan, bicara
peleburan, lebur
penggambaran, gambar
penagih, tagih
pemupukan, pupu
pengutaraan, utara
pemoles, moles
penyuburan, subur
pengisar, kisar
persamaan, sama
paduan, padu
pembiayaan, biaya
pertubuhan, tubuh
pengicu, kicu
pengangglapan, angglap
penjangkit, jangkit
pengecoran, cor
pembeber, beber
penarafan, taraf
pikiran, pikir
pengapit, apit
penyeliaan, selia
penggembosan, gembos
pemburuan, buru
paluan, palu
pendemokrasian, demokrasi
pembungkusan, bungkus
pengupah, upah
pelanggannya, langgan
percaloan, calo
perenggangan, enggang
penyelinapan, selinap
pengusir, usir
pemberantas, berantas
perimba, rimba
penculik, culik
pembeban, beban
pematri, patri
perkamusan, kamus
pentranskripsi, transkripsi
pencemplungan, cemplung
pembincang, bincang
perbahasa, bahasa
pembilasan, bilas
pengasuhan, asuh
pencinta, cinta
pengoles, oles
perlelangan, lelang
pencandraan, candra
pewarnaan, warna
pengatusan, atus
penguburan, kubur
penyerta, serta
pernafsian, nafsi
pembagi, bagi
petakan, peta
pendakwah, dakwah
pengrajin, rajin
pencurinya, cur
peraksi, aksi
penggeseran, geser
peristirahatan, istirahat
pengawasan, awas
pelasi, lasi
penyergap, sergap
pengantara, antara
pengubub, ubub
pemedih, pedih
pencomel, comel
penyamar, samar
pejalan, pejal
pemberita, berita
pencipta, cipta
permakluman, maklum
penggembungan, gembung
permintaan, minta
pengetul, ketul
perokok, okok
pengaplikasi, aplikasi
pengabenan, aben
pengintensifan, intensif
persetujuan, tuju
pehobi, hobi
percanduan, candu
pelemas, lemas
pemamah, mamah
perbandaran, bandar
pelemparan, lempar
pelengkungan, lengkung
pendongkol, dongkol
pengusaha, usaha
penyepit, sepit
pengumpan, umpan
pembeliannya, beli
pengiri, iri
penerjang, terjang
persengketaan, sengketa
pocokan, pocok
pengakuannya, aku
penyantapan, santap
pengambil, ambil
pengendalian, kendali
pengintaian, intai
pilotnya, pilot
pendanaan, dana
pilihlah, pilih
persifatan, sifat
pengoptimuman, optimum
pemakainya, maka
pendendam, dendam
penyekapan, sekap
perselah, lah
pengodifikasian, kodifikasi
petambak, tambak
pengarsip, arsip
pengarauan, arau
perseteruan, seteru
penyensor, sensor
pengamuk, amuk
panggangnya, panggang
pendidikannya, didik
peledakan, ledak
penimbal, timbal
pengampunan, ampun
pemusing, pusing
pendramatisan, dramatis
pendalaman, dalam
pemalaman, malam
pepohonan, pohon
pemberkas, berkas
penusukan, tusuk
penggaduh, gaduh
pencerah, cerah
perambatan, rambat
percederaan, cedera
penentu, tentu
perangkatan, perangkat
pemerunan, perun
pengevakuasian, evakuasi
pelaksanaan, laksana
pukulannya, pukul
pelaguan, lagu
perenjis, renjis
perusak, usak
perkubuan, kubu
penggembur, gembur
perkakasnya, perkakas
pengampelas, ampelas
penyilap, silap
penyelubung, selubung
pengabsorpsi, absorpsi
penyodok, sodok
pantaran, pantar
pemurah, murah
pelinieran, linier
pelumer, lumer
pencemeeh, cemeeh
pencatuan, catu
penghamburan, hambur
pemalu, malu
penyukat, sukat
pemberitaan, berita
penyerpihan, serpih
penderitaanmu, derita
potong-memotong, potong
pengolahannya, olah
pasu-pasu, pasu
pencaci, caci
pengecat, cat
penjiwaan, jiwa
pengamalan, amal
penilangan, tilang
penindihan, tindih
penikmatan, nikmat
periset, riset
pengafiran, kafir
perencana, rencana
pemborongan, borong
pertokoan, toko
peramuan, ramu
pembaratan, barat
perangkai, rangkai
pendisko, disko
perkreditan, kredit
pemagnet, magnet
pelindung, lindung
petirahan, tirah
perhimpunan, himpun
pengecualian, kecuali
pembenar, benar
penashih, tashih
pembarutan, barut
perkariban, karib
pembiakan, biak
pendangkalan, dangkal
penarikan, tari
penghapus, hapus
peluahan, luah
penjemputan, jemput
penggadai, gadai
pembentangan, bentang
pelawang, lawang
pemijakan, pijak
penjatuhan, jatuh
persepatuan, sepatu
penggalak, galak
penginterpretasian, interpretasi
persumpahan, sumpah
pemboikot, boikot
penilap, tilap
pembenturan, bentur
penggelapan, gelap
penambal, tambal
pengumpat, umpat
pengelakan, ela
penceduk, ceduk
pemangkas, mangkas
pembelajar, ajar
pesinden, sinden
perincisan, rincis
pengancam, ancam
penggorokan, gorok
penakluk, takluk
penembus, tembus
perangnya, perang
pesinetron, sinetron
pendadah, dadah
pembawaan, bawa
pacarnya, pacar
penjamahan, jamah
perhatian, perhati
pengeklikan, klik
pemerintahannya, perintah
penyaki, saki
peramalan, amal
pengudaran, udar
perbahasaan, bahasa
pencampuran, campur
permohonan, mohon
penjudian, judi
pembasah, basah
pengebirian, kebiri
pemarun, parun
pembubut, bubut
pendistribusi, distribusi
persusuan, susu
pelagu, lagu
pemohon, mohon
pengepulan, kepul
pelestari, lestari
pengampu, ampu
peruasan, ruas
pengauditan, audit
pengisbatan, isbat
pembekal, bekal
pemuntal, puntal
panasnya, panas
perpautan, paut
pembedahan, bedah
pelari, lari
pengabadian, abadi
prakiraan, prakira
percandian, candi
pertokohan, tokoh
pemantulan, pantul
pengoksigenan, oksigen
persaksian, saksi
pelaminan, pelamin
peliharaan, pelihara
pengotomatisan, otomatis
pembaruan, baru
peneluran, telur
penggaduhan, gaduh
pengencer, encer
pencedok, cedok
penyedotan, sedot
pengamen, amen
penentunya, tentu
perkapalan, kapal
plasmanya, plasma
penyiangan, siang
permisalan, misal
pendolaran, dolar
pelagak, lagak
penjepit, jepit
pengacuan, acu
pembelenggu, belenggu
punggahan, punggah
pelantun, lantun
pemetik, petik
pelepuhan, lepuh
pengimbuhan, imbuh
penyajian, saji
pencetus, cetus
penoreh, toreh
pengeroyok, keroyok
penyeretan, seret
pembatisan, batis
perbuatanmu, buat
pembuatannya, buat
pendefinisian, definisi
perutangan, utang
pembeslahan, beslah
pelezat, lezat
perputaran, putar
pembukut, bukut
pengasong, asong
pembangkitan, bangkit
pengerahan, kerah
pernikahan, nikah
puteran, puter
pengikisan, kikis
pelesiran, pelesir
pengamanah, amanah
pembakuan, baku
perlengkapannya, lengkap
pemulung, pulung
pembebek, bebek
perjuangannya, juang
pengeringan, ering
pemasok, pasok
pengapitan, apit
penghablur, hablur
penggongsengan, gongseng
pengadilan, adil
pencoblosan, coblos
penakik, takik
pemikul, pikul
perbincangan, bincang
perkebunan, kebun
persalin, salin
potongannya, potong
pacuan, pacu
pemidangan, pemidang
pengiramaan, irama
perayu, ayu
pelayuan, layu
pegangsaan, gangsa
penyepuh, sepuh
pengaram, aram
pembakar, bakar
penyerangan, serang
penjaja, jaja
pakalan, pakal
pembakaran, bakar
pencumbu, cumbu
parakan, para
pemesong, pesong
pemuncak, puncak
penamatan, tamat
penggarongan, garong
pelatihnya, latih
perniagaannya, niaga
pengidentifikasian, identifikasi
penyeberangan, seberang
pengumpul, kumpul
pemberat, berat
penenungan, tenung
pertamanya, pertama
penghasilan, hasil
penginvasi, invasi
penggodokan, godok
pemantul, pantul
pengharmonian, harmoni
perabun, rabun
pembaharuan, baharu
penyinetronan, sinetron
peniruan, tiru
penghormat, hormat
perkembangannya, kembang
penegang, tegang
penjambakan, jambak
pendayung, dayung
perajangan, ajang
penghangat, hangat
pinggulnya, pinggul
penyetrapan, setrap
pelemakan, lema
perolehan, oleh
peretas, retas
persambungan, sambung
penelitian, teliti
penggesek, gesek
peladang, ladang
penajur, tajur
percaturan, catur
penataran, natar
penista, nista
penambul, tambul
pelihat, lihat
pengereman, rem
pelancongan, lancong
pekumpulan, kumpul
penargetan, target
permenungan, menung
pembalakan, bala
perhentian, henti
pejudo, judo
penyokongan, sokong
pencuplikan, cuplik
penskorsan, skors
perkongsian, kongsi
petinju, tinju
penjabalan, jabal
perjumpaan, jumpa
pengaktifan, aktif
pendakwaan, dakwa
pemadat, madat
pengunggulan, unggul
perlekatan, lekat
pembriketan, briket
pengkredit, kredit
penekanan, tekan
pemancung, mancung
pemaling, maling
pengulit, ulit
pemakan, makan
penggerek, gerek
penyemah, semah
perotan, perot
pemadam, madam
pengisatan, kisat
penguncian, kunci
pemamer, pamer
pengimbuh, imbuh
penjinayah, jinayah
pautnya, paut
petualangannya, tualang
pelawangan, lawang
peniaga, niaga
penyerudukan, rudu
penyelinap, selinap
pemanjat, panjat
penyetelan, setel
penyidangan, sidang
penyanggah, sanggah
penurunan, turun
perawakan, awa
penghuluan, penghulu
pengamusan, kamus
peruntukan, untuk
penjelmaan, jelma
pengagum, kagum
penggertak, gertak
penyebut, sebut
perikanan, ikan
pembelengguan, belenggu
penjebak, jebak
penderetan, deret
penyebarannya, sebar
penyabar, sabar
penggoresan, gores
pewarnanya, warna
perbelanjaan, belanja
perwilayahan, wilayah
penuntutan, tuntut
pendatangan, datang
pembalut, balut
pelisanan, lisan
perginya, pergi
penyeludup, seludup
penindakan, tindak
pencaloan, calo
pengontrasan, kontras
permainannya, main
penilapan, tilap
penyerobotan, serobot
penginangan, inang
pembangunannya, bangun
pengekiran, kir
pemapakan, papa
penggait, gait
penghidupannya, hidup
partikelnya, partikel
pelabelan, label
prajuritnya, prajurit
pengintai, intai
politikan, politik
pemberantakan, beranta
pengepungan, kepung
pelataran, latar
penjalaan, jala
pelamtoroan, lamtoro
pakaian, pakai
pengisi, isi
penguapan, uap
pelembungan, lembung
pengadangan, adang
perongos, rongos
pencolek, colek
perfilman, film
palitan, palit
penggemarnya, gemar
perkataannya, kata
pembelas, belas
pembinaan, bina
penyetopan, setop
pekah, kah
pengapartemenan, apartemen
pembidangan, bidang
penyindir, sindir
penyombong, sombong
penghentar, hentar
penyalak, salak
penyundulan, sundul
perasan, peras
pembaru, baru
penyumbang, sumbang
pemintalan, mintal
pampasan, pampas
perlintasan, lintas
pesulap, sulap
pesemendan, dan
pengekstraksi, ekstraksi
protestanisme, protestan
pendeklarasi, deklarasi
pijat-pijat, pijat
persatelitan, satelit
pemulsaan, mulsa
pendusta, dusta
pengendali, kendali
pengudungan, kudung
perkaramu, perkara
pendengki, dengki
pengeraman, eram
pekam, kam
penguasa, kuasa
pengesahan, kesah
pencanaian, canai
pewaktu, waktu
penempur, tempur
pengabstrakan, abstrak
persoalan, soal
penauliahan, tauliah
pembangkang, bangkang
penjala, jala
perabukan, abu
peziarah, ziarah
pemantauan, pantau
peristilahan, istilah
penyeludupan, seludup
pendirusan, dirus
penadah, tadah
pencari, cari
penghangus, hangus
padinya, padi
parangan, parang
penerima, terima
pelawan, lawan
peminimalan, minimal
penyearahan, arah
pengiringan, iring
pelintingan, linting
pemajuan, maju
pelembutan, lembut
pembenih, benih
pengecek, ecek
penjawab, jawab
penimbaan, timba
pencemar, cemar
penerbangan, terbang
pelalai, lalai
pembicaraannya, bicara
pengimak, imak
pengorek, korek
pendayangan, dayang
perhajian, haji
pelelehan, leleh
pengais, kais
perizinan, izin
pembisikan, bisik
puncaknya, puncak
penyontekan, sontek
pemberingas, beringas
pandangan, pandang
penjatahan, jatah
pengait, kait
pangkuan, pangku
pengiba, iba
penganalan, anal
penebuk, tebuk
pengawabau, awabau
pasukan, pasu
pemihakan, pihak
penggiling, giling
penyelesaiannya, selesai
penggalakan, gala
pemalsu, palsu
pertolongan, tolong
pemutus, putus
pengalengan, kaleng
pengemulsian, emulsi
pendulangan, dulang
penidur, tidur
pembujuk, bujuk
pengadun, adun
pijatan, pijat
pengagungan, agung
pemalsuan, palsu
pemandang, pandang
pematahan, pematah
pengiasan, kias
pengemplang, kemplang
penghikayat, hikayat
penguangan, uang
penghipnosisan, hipnosis
pendrelan, drel
penjuntaian, juntai
penjamakan, jamak
pengkhayalan, khayal
pembiak, biak
pengukuh, kukuh
pemerkosaan, perkosa
perbahanan, bahan
pendongkrakan, dongkrak
pengetahuan, tahu
percobaan, coba
pengepel, kepel
penghafal, hafal
pemonitoran, monitor
pemakaian, pakai
penebang, tebang
pelajar, ajar
pembabatan, babat
pelacur, lacur
penimang, timang
pungkasan, pungkas
penyamakan, sama
perkumpulan, kumpul
pencetakan, cetak
penginvestasian, investasi
penguluran, ulur
penamaannya, nama
penilai, nilai
pengujian, uji
petuturan, tutur
pemayar, payar
permesuman, mesum
penggentingan, genting
pedemo, demo
perkalian, kali
penyeleksi, seleksi
penyemprotan, semprot
penyerbuan, serbu
pemindai, pindai
pembatas, batas
pengali-ali, ali
pengawalan, awal
pencoba, coba
